,number,value,datetime_start,datetime_complete,duration,params_beta,params_f_cross_layer,params_hi5_cin_fn_k,params_hi5_dur_cin_par1,params_hi5_rel_beta,params_hpv16_cin_fn_k,params_hpv16_dur_cin_par1,params_hpv18_cin_fn_k,params_hpv18_dur_cin_par1,params_m_cross_layer,params_ohr_cin_fn_k,params_ohr_dur_cin_par1,params_ohr_rel_beta,state
1468,1468,33.38384325,33:37.0,39:31.4,0 days 00:05:54.449750,0.253735044,0.228756099,0.101404471,1.178469958,0.983718547,0.329807947,5.116693795,0.579208942,2.488368603,0.505184617,0.153531727,4.003239729,0.361586529,COMPLETE
1772,1772,33.38614453,36:12.5,42:38.9,0 days 00:06:26.398788,0.15466925,0.026963358,0.017699309,8.38275885,0.912526372,0.255771031,5.830622003,0.341951831,4.512201691,0.061696054,0.095098926,4.005063777,0.238169661,COMPLETE
998,998,33.39269717,48:00.8,36:58.3,0 days 00:48:57.494149,0.283084463,0.378476939,0.133260943,1.791506858,0.975419097,0.202733673,7.394152972,0.948205221,1.490273619,0.435468025,0.092168703,2.910936449,0.504202341,COMPLETE
1841,1841,33.39303954,03:41.6,09:41.5,0 days 00:05:59.827523,0.212473273,0.198897836,0.355947345,1.633137921,0.963964869,0.317875026,5.545868267,0.263940648,3.704672258,0.564274671,0.018688331,3.871418698,0.433152842,COMPLETE
687,687,33.39324364,01:01.3,07:29.5,0 days 00:06:28.188521,0.326049064,0.378483521,0.18540084,5.350053081,0.557417299,0.262158624,4.186999866,0.517157383,3.589314166,0.946911646,0.204633224,2.711015106,0.647524456,COMPLETE
1881,1881,33.39376655,51:20.2,57:11.0,0 days 00:05:50.783194,0.454655818,0.188924021,0.071859574,1.768967087,0.882858403,0.282373264,5.086395607,0.416200578,3.628248107,0.58467121,0.043599743,7.536734704,0.291929546,COMPLETE
1200,1200,33.39830376,15:30.8,21:29.5,0 days 00:05:58.665803,0.271817643,0.253900579,0.001412986,1.527861392,0.977185115,0.316695472,5.077504852,0.434955154,3.263828067,0.492579091,0.153518145,3.622602147,0.400383193,COMPLETE
1690,1690,33.40231132,58:32.0,04:16.6,0 days 00:05:44.603148,0.095881279,0.176728037,0.001094224,8.141201896,0.822250069,0.275669616,6.717501398,0.427595512,3.961090543,0.487194641,0.077291581,4.641809842,0.176487276,COMPLETE
973,973,33.40400845,07:17.0,13:52.1,0 days 00:06:35.047174,0.289294426,0.416663284,0.125727743,1.703845375,0.808707706,0.227857006,7.585651725,0.516251014,1.526239038,0.411969865,0.124453467,3.066425586,0.461307253,COMPLETE
295,295,33.4114026,22:54.6,29:30.4,0 days 00:06:35.779936,0.458947822,0.482149124,0.023843236,1.992208146,0.898111445,0.217282239,8.049510458,0.487522863,2.749405304,0.997851048,0.037023685,5.635414207,0.652665164,COMPLETE
1347,1347,33.41469409,10:45.8,16:38.3,0 days 00:05:52.480582,0.190892679,0.223836085,0.042500371,1.452600396,0.888332538,0.272552529,5.199824985,0.288774781,6.623134429,0.536666712,0.160885197,4.64926058,0.268314888,COMPLETE
1790,1790,33.41993242,00:14.9,06:20.4,0 days 00:06:05.485748,0.478151014,0.170101162,0.030754052,8.780781558,0.933632819,0.223896087,6.581498922,0.450817325,3.518529431,0.425522111,2.56E-05,3.519146284,0.242276503,COMPLETE
881,881,33.42251117,34:19.7,03:54.4,0 days 00:29:34.718618,0.342559531,0.607795902,0.329040172,2.429418994,0.053026801,0.28749061,4.49467302,0.811974686,3.404310881,0.336453953,0.225087873,2.380573937,0.684232589,COMPLETE
1528,1528,33.42644417,44:26.2,50:20.5,0 days 00:05:54.273570,0.195479368,0.244265117,0.128928005,1.513460281,0.41816094,0.360932389,4.838272915,0.537799144,2.281628913,0.598849014,0.088946368,4.549109345,0.374153942,COMPLETE
1444,1444,33.43037117,04:14.3,10:13.0,0 days 00:05:58.731120,0.22814202,0.306271173,0.016563293,1.717419415,0.948627705,0.321669046,4.61947669,0.408732256,3.472200781,0.659618463,0.179234832,3.889681839,0.301722248,COMPLETE
652,652,33.43488648,15:56.6,22:29.8,0 days 00:06:33.197310,0.325754554,0.069091768,0.161574488,1.244294944,0.073504448,0.201430863,7.290743187,0.615158522,3.637007785,0.954218813,0.107480054,2.574976398,0.683311612,COMPLETE
1588,1588,33.44353623,55:31.0,01:32.7,0 days 00:06:01.687184,0.239558682,0.135135674,2.42E-05,1.376476068,0.614458163,0.313976188,4.756920049,0.420985078,3.638381157,0.540940507,0.051389029,4.007685165,0.419694212,COMPLETE
350,350,33.44466548,35:27.4,42:02.6,0 days 00:06:35.158673,0.337848581,0.337142806,0.000565415,2.067794777,0.689290327,0.267942357,5.610314734,0.660685567,3.550539491,0.931249932,0.219779883,3.401962489,0.434163066,COMPLETE
1439,1439,33.44850839,58:19.3,04:14.1,0 days 00:05:54.876620,0.244328071,0.154385881,0.022406018,1.204598945,0.882233282,0.309480118,5.838354061,0.447087409,2.595684117,0.513647683,0.150966848,4.36645263,0.409816706,COMPLETE
839,839,33.45044132,39:07.5,45:20.1,0 days 00:06:12.610952,0.317189808,0.281473404,0.027134897,2.734165594,0.090716044,0.288255534,5.571860592,0.395963914,3.534113276,0.979681594,0.243362767,2.205101767,0.672991036,COMPLETE
1241,1241,33.45049446,03:33.7,09:26.8,0 days 00:05:53.073095,0.198492268,0.206865929,0.024502368,1.029391641,0.999416723,0.321605268,5.06020905,0.424197052,3.063477771,0.562288864,0.176877627,3.516423081,0.351826174,COMPLETE
1813,1813,33.45109433,29:47.2,35:35.5,0 days 00:05:48.296737,0.263878816,0.056512646,0.066240572,1.580783416,0.838890664,0.306627314,5.006132021,0.354058152,4.961126378,0.521090694,0.098589057,3.685792362,0.237448424,COMPLETE
1721,1721,33.45220896,36:09.2,42:01.2,0 days 00:05:52.026131,0.476361128,0.116546309,0.055496521,7.920368971,0.904519548,0.200032996,5.782118512,0.402220255,3.691392765,0.147201123,0.054768756,3.327358648,0.255210599,COMPLETE
911,911,33.45336753,38:29.9,45:09.7,0 days 00:06:39.835653,0.319097503,0.61602848,0.002915842,1.568910244,0.815709231,0.228991871,6.539102637,0.886591802,3.264353961,0.373981152,0.173255597,2.150094691,0.708727627,COMPLETE
1507,1507,33.4549899,20:41.1,26:35.9,0 days 00:05:54.759576,0.249592478,0.015807974,0.057719781,1.860543747,0.889854801,0.342547126,6.109630298,0.355341997,2.883509717,0.498379642,0.134356257,3.650048865,0.306582897,COMPLETE
1564,1564,33.45673142,26:32.2,32:01.3,0 days 00:05:29.063110,0.232271256,0.134134814,0.000856997,2.38161518,0.881644299,0.273679522,5.967852532,0.090306876,2.902520932,0.082384966,0.022447287,3.31892743,0.434220005,COMPLETE
812,812,33.45853493,05:31.9,11:49.1,0 days 00:06:17.178324,0.332929457,0.27460753,0.05462,2.968645467,0.096598801,0.30228299,5.770553129,0.420157896,3.841813297,0.911199889,0.189540324,3.013029467,0.663673335,COMPLETE
868,868,33.45929442,18:08.8,24:39.0,0 days 00:06:30.240466,0.34179398,0.326291694,0.216139507,2.919352704,0.089782887,0.25075485,5.170197793,0.405253443,3.129234031,0.442575329,0.22675475,2.44300699,0.6510354,COMPLETE
1769,1769,33.46065391,31:51.1,37:44.3,0 days 00:05:53.143726,0.452377022,0.153857666,0.062680106,7.153816638,0.927864687,0.235002983,5.593846259,0.376688689,3.803718339,0.510965267,0.069897235,1.486391714,0.224918733,COMPLETE
820,820,33.46102108,14:32.3,21:19.8,0 days 00:06:47.460379,0.337506394,0.28949112,0.044796878,3.453533627,0.139220267,0.266878869,6.11164661,0.420632854,3.844770244,0.947805066,0.202636165,2.901860265,0.65695376,COMPLETE
802,802,33.46608406,52:14.2,58:56.6,0 days 00:06:42.327955,0.319632798,0.326949627,0.055357008,2.627032558,0.128259233,0.252714309,6.772624706,0.407654863,3.301223059,0.930390614,0.177730074,3.047807829,0.51473108,COMPLETE
1245,1245,33.47083543,08:59.7,14:53.4,0 days 00:05:53.735741,0.219879308,0.189252297,0.062106286,1.398346969,0.99915193,0.352006683,4.848236709,0.390446873,2.937315458,0.575793546,0.179803985,3.480331705,0.359609433,COMPLETE
798,798,33.47107445,46:43.6,53:32.8,0 days 00:06:49.209927,0.319233129,0.227456113,0.132585269,1.393875831,0.159766973,0.303629978,5.399747292,0.476388772,3.308369882,0.884986151,0.153640316,2.368516599,0.679046874,COMPLETE
1908,1908,33.47604002,25:05.3,42:51.3,0 days 00:17:45.986293,0.202012725,0.125734783,0.000563614,8.422017939,0.933838232,0.348393832,5.594328693,0.287440881,2.81410027,0.5639933,0.046387429,3.850627546,0.16230918,COMPLETE
1821,1821,33.47704317,39:45.3,45:46.5,0 days 00:06:01.201117,0.196367317,0.136523349,0.609168019,1.221914726,0.920186809,0.270687011,5.728477566,0.40970127,3.838761806,0.48691184,0.05255761,3.266398382,0.321720759,COMPLETE
563,563,33.47750023,17:58.3,24:38.1,0 days 00:06:39.718756,0.352613034,0.274906394,0.079831967,2.040997638,0.94855739,0.190016756,11.03057747,0.608281561,2.468242029,0.951485121,0.0700453,3.68531914,0.493271063,COMPLETE
74,74,33.48346205,30:35.5,37:18.5,0 days 00:06:42.980685,0.42332228,0.202926662,0.001259149,11.95619757,0.271827998,0.187619241,8.204646956,0.471795105,2.952897702,0.956725774,0.052969884,4.165488572,0.532420011,COMPLETE
1665,1665,33.48941153,28:59.1,34:59.1,0 days 00:05:59.923023,0.281693292,0.124990593,0.03352146,7.261579277,0.854083788,0.250104534,6.685555557,0.417601507,4.358780663,0.504513535,0.017489684,8.373634698,0.237019234,COMPLETE
1725,1725,33.49082976,40:06.9,46:04.4,0 days 00:05:57.475451,0.497678567,0.119492057,0.000911592,9.550591391,0.921818867,0.221912269,5.700409971,0.352058115,3.568682625,0.534137926,0.569120598,1.044045743,0.282087603,COMPLETE
1879,1879,33.49529606,47:17.8,53:11.8,0 days 00:05:53.978791,0.257357561,0.043278328,0.068918712,8.04980292,0.892789605,0.244697344,5.719371026,0.445846833,3.66670759,0.621531985,0.145098519,4.328653363,0.484668402,COMPLETE
1577,1577,33.49723989,43:09.1,49:18.3,0 days 00:06:09.231703,0.224366936,0.254504582,0.570356011,1.671132184,0.972405495,0.360033174,5.69650067,0.382213945,3.014042573,0.502451993,0.129614773,4.224411853,0.270230319,COMPLETE
1237,1237,33.50311897,00:46.5,06:38.8,0 days 00:05:52.288851,0.227598785,0.214639172,0.039128124,1.190363689,0.976789185,0.297983069,5.06768206,0.453310319,3.201143985,0.540001001,0.172982937,3.585285058,0.321705543,COMPLETE
381,381,33.50623169,16:21.6,22:55.5,0 days 00:06:33.929767,0.133781021,0.238177935,0.078839964,1.720785833,0.942279805,0.328023142,6.845416292,0.605678633,1.826990605,0.923936192,0.071205596,5.730709731,0.417093834,COMPLETE
1817,1817,33.51121166,34:45.7,40:02.4,0 days 00:05:16.693310,0.198971109,0.001784152,0.063954502,1.142550869,0.965761774,0.313118603,4.969777254,0.332506754,3.664013206,0.484255256,0.084112941,4.169864722,0.301172062,COMPLETE
826,826,33.51317808,22:52.1,29:28.3,0 days 00:06:36.111880,0.325076744,0.292683963,0.052780181,3.446322629,0.112445442,0.28031481,5.657316064,0.410780069,3.876640981,0.882356983,0.22292792,2.918200644,0.7734321,COMPLETE
1651,1651,33.51639672,12:57.8,18:48.2,0 days 00:05:50.409313,0.263434483,0.098836681,0.020293977,7.284475446,0.863470914,0.250577093,6.374994787,0.452249058,3.966828737,0.512368068,0.05244858,4.89939052,0.191706659,COMPLETE
1537,1537,33.51673318,56:06.9,02:00.1,0 days 00:05:53.217988,0.209701115,0.559183622,0.085052554,1.25694464,0.201558326,0.307450299,5.439430376,0.496051067,3.099936697,0.541247733,0.121744323,5.158886535,0.378768377,COMPLETE
1594,1594,33.52115856,02:21.7,08:25.5,0 days 00:06:03.740887,0.284188477,0.244621603,0.097131922,6.420034182,0.922950247,0.281506595,6.070394638,0.470263044,3.526246373,0.487652592,0.105717538,4.951864186,0.361457469,COMPLETE
1357,1357,33.52205602,22:36.2,28:34.9,0 days 00:05:58.678138,0.201084977,0.249359917,0.081909772,1.828901032,0.951693673,0.30488195,5.074948039,0.347080254,6.205538348,0.136657073,0.154921268,3.734037221,0.295012886,COMPLETE
1167,1167,33.52786803,38:07.2,43:58.1,0 days 00:05:50.913282,0.175162288,0.304257975,0.047918008,1.863412878,0.983150936,0.254048675,5.982461669,0.43806235,3.315254319,0.469298392,0.176503876,2.841217107,0.785760335,COMPLETE
1195,1195,33.53064596,09:37.8,15:30.8,0 days 00:05:52.915028,0.24493569,0.291219038,0.056795901,1.414174391,0.959761883,0.308131981,5.655830242,0.435803581,3.660178614,0.538422212,0.131889651,4.289916136,0.452000133,COMPLETE
1795,1795,33.53291086,06:20.4,12:23.2,0 days 00:06:02.803611,0.203910248,0.1903681,0.018195867,7.016496813,0.868912747,0.2555374,5.605632778,0.453059963,4.230325871,0.501074761,0.095413208,4.476263529,0.338649961,COMPLETE
1959,1959,33.53468949,59:21.1,07:14.9,0 days 00:07:53.807246,0.23001453,0.315786177,4.99E-05,1.194690657,0.965855589,0.314411707,6.885154686,0.51725045,3.268030859,0.529530129,0.118103377,3.67740296,0.282027068,COMPLETE
1210,1210,33.54510222,27:26.1,33:22.1,0 days 00:05:56.008538,0.239105159,0.209590343,0.001759458,1.826683063,0.99989122,0.3445543,5.192420724,0.40439493,2.91665934,0.528434545,0.13654829,4.415912213,0.381281753,COMPLETE
1497,1497,33.5466795,08:48.7,14:43.7,0 days 00:05:55.067909,0.269504601,0.315437138,0.06992634,1.485216904,0.948701135,0.278809264,4.566930095,0.514660934,3.228272086,0.573660506,0.076346891,3.959240189,0.77632753,COMPLETE
231,231,33.54731196,57:24.8,04:01.6,0 days 00:06:36.818536,0.164455494,0.381619429,0.139252357,8.356863109,0.935734084,0.16242157,8.45353979,0.527686711,2.141672214,0.854479372,0.087601117,4.412197156,0.53728845,COMPLETE
2000,2000,33.55017004,54:01.6,59:58.0,0 days 00:05:56.430081,0.228022898,0.227447699,0.036281609,1.38004545,0.844297105,0.244918561,5.641256736,0.431313781,3.369022853,0.546688671,0.100447797,3.697015891,0.355661834,COMPLETE
1203,1203,33.55424739,20:35.5,26:30.3,0 days 00:05:54.825945,0.263655808,0.235952797,0.016760243,1.662187863,0.978803856,0.314044641,4.965471367,0.425196668,3.161361798,0.486802918,0.156519753,3.992506468,0.36884744,COMPLETE
1969,1969,33.55460643,15:13.6,21:35.6,0 days 00:06:21.938138,0.216191937,0.111203084,0.598501186,1.443828741,0.86083102,0.255355555,5.033753702,0.350051023,4.462025263,0.559003195,0.00049816,4.301937985,0.466889742,COMPLETE
1924,1924,33.55811386,56:46.4,03:41.9,0 days 00:06:55.481849,0.220569083,0.21698738,0.056339157,1.743461305,0.897888165,0.297644067,5.688525501,0.355176352,3.750287649,0.477859827,0.063788483,4.830436935,0.254930773,COMPLETE
1645,1645,33.5634991,04:41.2,11:25.5,0 days 00:06:44.284556,0.268561092,0.08084478,0.009406443,6.942951733,0.839895254,0.219146645,6.660379093,0.47991004,4.337109054,0.554718941,0.071535328,4.589413868,0.228517063,COMPLETE
931,931,33.56513546,05:34.6,12:35.1,0 days 00:07:00.562855,0.045954989,0.668144942,0.710244586,1.89718863,0.719386281,0.255500566,7.562732216,0.797510293,3.097583396,0.347698933,0.000871495,2.477454139,0.708567507,COMPLETE
1561,1561,33.57166435,23:45.7,29:37.1,0 days 00:05:51.382383,0.43395105,0.23125217,0.109821151,1.614316581,0.880725848,0.270912613,5.907841971,0.604633196,2.942994963,0.284673196,0.145003548,3.270092623,0.716238761,COMPLETE
1196,1196,33.57307179,10:16.4,16:14.1,0 days 00:05:57.737792,0.272923941,0.270065813,0.000971434,1.496296741,0.961211013,0.278928624,5.502859334,0.441185245,3.594632265,0.520069335,0.124323276,4.157357184,0.445476407,COMPLETE
1229,1229,33.5741431,50:14.3,56:09.5,0 days 00:05:55.219338,0.258220903,0.234024406,0.04647891,2.092863453,0.999833954,0.316076461,5.431421934,0.444259175,3.045318355,0.514797932,0.109155169,3.724772906,0.425373796,COMPLETE
2002,2002,33.57575153,57:29.7,03:23.0,0 days 00:05:53.318201,0.490186847,0.220981263,0.037672016,1.558206003,0.923910042,0.301458014,4.782931693,0.426915045,3.359780852,0.700095239,0.038377314,3.777127046,0.260511478,COMPLETE
962,962,33.576524,48:34.4,54:58.9,0 days 00:06:24.588224,0.303546929,0.346308385,0.113127764,1.596653271,0.977811548,0.246003631,7.757056883,0.440821882,3.452951493,0.978132524,0.121575029,3.119295574,0.488811923,COMPLETE
1205,1205,33.59097094,21:29.5,27:26.0,0 days 00:05:56.479109,0.256150939,0.250675296,0.023232908,1.743094503,0.935078848,0.317428888,5.016777261,0.424925105,3.143021875,0.517489137,0.171598908,3.530050262,0.391082039,COMPLETE
1272,1272,33.59625743,42:04.5,48:01.8,0 days 00:05:57.243537,0.214956857,0.214712441,0.055944947,1.742235567,0.956462609,0.318043323,5.732797339,0.3723301,2.544612075,0.547434146,0.16580179,4.617660176,0.315862937,COMPLETE
214,214,33.59640968,33:46.9,40:26.4,0 days 00:06:39.499982,0.487281064,0.504434968,0.093835214,8.925511755,0.979696657,0.258448991,7.099617038,0.442961823,2.523887176,0.795331317,0.073821859,4.109623456,0.552753736,COMPLETE
186,186,33.59678989,57:49.4,04:29.1,0 days 00:06:39.757349,0.481470512,0.023950417,0.838139844,1.657545331,0.919899233,0.235356853,5.373121428,0.490107298,3.680654506,0.871107294,0.062530605,3.654100055,0.694005395,COMPLETE
1209,1209,33.59775602,26:35.0,32:32.9,0 days 00:05:57.820015,0.250978145,0.221644351,0.002319393,1.722307184,0.984671153,0.356566813,5.058077224,0.408820997,2.898953088,0.521729908,0.112856501,4.452285672,0.377237296,COMPLETE
1262,1262,33.6016961,30:15.3,36:07.7,0 days 00:05:52.456790,0.197457177,0.229589795,0.07568128,1.678142678,0.933914015,0.331903994,4.751553689,0.348801264,2.261178753,0.576320507,0.124232571,4.737014434,0.276686776,COMPLETE
1256,1256,33.60478086,21:16.4,27:09.1,0 days 00:05:52.762554,0.19344837,0.239993184,0.082680483,1.002438453,0.935601102,0.337175382,4.634828466,0.46533954,2.481658101,0.612872258,0.132475054,4.743286274,0.343284187,COMPLETE
1869,1869,33.60804974,35:11.7,41:06.0,0 days 00:05:54.272984,0.298591039,0.166615061,0.281514781,1.222072294,0.865144325,0.302586948,6.640921711,0.350274445,2.758119334,0.173248105,0.052533624,3.13169994,0.216760669,COMPLETE
1521,1521,33.60816465,36:20.7,42:15.9,0 days 00:05:55.186613,0.175783416,0.517433994,0.118228487,1.006582738,0.415387982,0.323744191,5.007262558,0.521695055,3.659673031,0.57601068,0.110653116,4.800812782,0.33745895,COMPLETE
1739,1739,33.62047786,55:53.1,01:54.2,0 days 00:06:01.137009,0.471249913,0.104714447,0.000254184,10.86204566,0.842701059,0.220623998,5.69510167,0.504368319,3.506134899,0.585401912,0.513772959,1.316087161,0.306661148,COMPLETE
1843,1843,33.62188213,05:09.5,11:03.0,0 days 00:05:53.505690,0.193126556,0.195503323,0.018366999,1.674641343,0.89632276,0.310237819,6.1915553,0.416342874,3.77777235,0.565681662,0.020354912,3.883021987,0.286492959,COMPLETE
141,141,33.6231983,59:07.7,05:50.2,0 days 00:06:42.552127,0.38807869,0.108693301,0.617040903,1.46418882,0.878898483,0.192957169,5.724820342,0.523576561,3.449708797,0.519072476,0.028736722,3.557322089,0.524105833,COMPLETE
1012,1012,33.62471951,47:11.3,52:51.9,0 days 00:05:40.583102,0.303859583,0.391949783,0.072760108,2.049923949,0.992796283,0.20327426,7.785333104,0.980879875,1.288341743,0.435709251,0.049475566,3.153019702,0.492294249,COMPLETE
1973,1973,33.62729624,21:09.8,27:17.2,0 days 00:06:07.314675,0.207293745,0.103684336,0.064560274,2.26433458,0.83032285,0.260029392,6.119554054,0.347871898,2.920806046,0.559275307,0.089923831,4.348892636,0.285763718,COMPLETE
1774,1774,33.62737576,37:44.4,44:23.5,0 days 00:06:39.057736,0.205207112,0.023120619,0.015317303,7.838489818,0.91234647,0.273105538,6.30076359,0.229861016,4.104220806,0.549612949,0.088557377,3.993206029,0.892268625,COMPLETE
1233,1233,33.64265703,56:03.8,01:57.4,0 days 00:05:53.660497,0.261663684,0.173832332,0.040925883,1.271712287,0.977727114,0.304563723,5.18998903,0.457015319,3.162774606,0.495880838,0.171863184,3.503007482,0.434194574,COMPLETE
270,270,33.64769717,49:53.5,56:28.6,0 days 00:06:35.054640,0.273148535,0.153766176,0.604480801,2.618369615,0.983587254,0.168055374,7.095089018,0.441591732,1.810511217,0.900713657,0.088053763,4.477020453,0.511008429,COMPLETE
914,914,33.65060789,43:29.3,50:09.6,0 days 00:06:40.345767,0.347967083,0.377518413,0.015605917,2.01674485,0.84661338,0.23470048,5.81172034,0.463010526,3.226354124,0.24736399,0.233257452,2.819086179,0.601148257,COMPLETE
1666,1666,33.65837209,30:42.6,36:38.0,0 days 00:05:55.416480,0.277537692,0.125732602,0.039682738,6.896479607,0.86151393,0.250350139,6.644435516,0.388508952,4.319932008,0.466940352,0.020325721,4.574839144,0.204171786,COMPLETE
1960,1960,33.66045066,01:57.7,10:01.3,0 days 00:08:03.505350,0.229662573,0.035631017,0.048054955,1.612567191,0.966569932,0.31594916,6.337524783,0.506930617,3.224926473,0.533001506,0.034050749,3.712737088,0.418153841,COMPLETE
2037,2037,33.66062329,39:27.3,45:26.1,0 days 00:05:58.854465,0.217682135,0.211182926,0.034047114,8.681360946,0.968699374,0.252115166,6.266905199,0.439679508,4.648814257,0.601700658,0.089556207,3.422636642,0.310619596,COMPLETE
813,813,33.66095362,06:51.3,12:49.1,0 days 00:05:57.777928,0.285326227,0.244747425,0.285483709,3.078737845,0.074327564,0.284596525,5.686649733,0.3581532,5.513966981,0.914519666,0.177647545,2.686592726,0.697163538,COMPLETE
1275,1275,33.66330009,44:38.0,50:32.6,0 days 00:05:54.618932,0.205215437,0.223406409,0.070392206,1.806402949,0.964616231,0.313294344,5.607154507,0.334154815,2.6918987,0.548591844,0.095219168,4.193042856,0.332349678,COMPLETE
