,number,value,datetime_start,datetime_complete,duration,params_beta,params_f_cross_layer,params_hi5_cin_fn_k,params_hi5_dur_cin_par1,params_hi5_rel_beta,params_hpv16_cin_fn_k,params_hpv16_dur_cin_par1,params_hpv18_cin_fn_k,params_hpv18_dur_cin_par1,params_m_cross_layer,params_ohr_cin_fn_k,params_ohr_dur_cin_par1,params_ohr_rel_beta,state
1704,1704,35.1602827,14:23.8,20:17.1,0 days 00:05:53.322927,0.485237962,0.097641504,0.051216981,7.639738437,0.901109239,0.226794127,5.911712173,0.49705524,4.303095595,0.441761372,0.42160345,1.188576043,0.273499343,COMPLETE
1158,1158,35.16069205,27:03.2,32:59.0,0 days 00:05:55.815896,0.32009852,0.444997997,0.077047875,2.727956674,0.29312923,0.174013575,7.393976948,0.503741599,2.356126156,0.42366367,0.081007941,7.441723461,0.449677615,COMPLETE
1036,1036,35.16734467,00:21.9,06:49.2,0 days 00:06:27.356569,0.310361969,0.385161251,0.094058908,1.002744674,0.999068812,0.122529722,6.160792936,0.953929968,4.844214962,0.424564014,0.066264477,3.017148856,0.559875337,COMPLETE
1119,1119,35.16805809,40:09.8,45:39.6,0 days 00:05:29.807342,0.309766994,0.258525755,0.063810807,2.84994299,0.903427073,0.200094123,10.48919857,0.041500145,2.622133588,0.388937402,0.070696758,3.030301895,0.549581928,COMPLETE
1339,1339,35.17190827,59:45.7,05:43.3,0 days 00:05:57.557537,0.204907395,0.204905934,0.022037199,1.017634047,0.922876046,0.297009704,4.818258019,0.488047246,6.261509565,0.122803317,0.198337985,4.859167631,0.241961713,COMPLETE
1092,1092,35.17519005,10:56.8,17:51.7,0 days 00:06:54.963403,0.316977993,0.166358147,0.626337118,2.320753975,0.928611951,0.267035227,6.710895975,0.085590996,2.737628016,0.388966318,0.053684225,1.791163706,0.485312753,COMPLETE
1494,1494,35.18551663,03:32.6,09:25.6,0 days 00:05:53.012602,0.265246639,0.278959612,0.081304447,1.632124913,0.93725147,0.319178646,4.537885151,0.526659449,2.030649901,0.590854002,0.080641159,4.081569379,0.779216617,COMPLETE
394,394,35.18572724,33:56.5,40:33.7,0 days 00:06:37.230312,0.138779758,0.204577095,0.064510571,2.508766399,0.976763627,0.359093298,6.903339765,0.620553898,1.446366545,0.998359482,0.05975433,5.406790409,0.39871852,COMPLETE
1698,1698,35.18787219,08:08.4,14:08.5,0 days 00:06:00.073724,0.255698371,0.125750673,0.218483109,7.277400374,0.4835831,0.245703113,5.830063295,0.492044786,3.573743526,0.556240289,0.024877271,3.974501004,0.285918378,COMPLETE
841,841,35.18876577,41:50.0,48:00.3,0 days 00:06:10.239851,0.317787818,0.286671786,0.071207418,3.634692739,0.118441777,0.295488081,5.50835127,0.366224357,3.421464298,0.970872623,0.241648809,2.115265482,0.688762844,COMPLETE
1480,1480,35.19025729,47:14.8,53:07.8,0 days 00:05:52.989700,0.239158956,0.230944698,0.056878451,1.010855249,0.980681147,0.33715274,5.367282995,0.38918923,2.752581865,0.530725158,0.074541468,3.82010901,0.334623608,COMPLETE
191,191,35.19338991,04:29.2,11:05.8,0 days 00:06:36.510766,0.462477529,0.099481864,0.853286428,1.519974382,0.918006694,0.284526815,5.308339236,0.469005701,2.994827897,0.88023028,0.057054613,3.58203175,0.664677454,COMPLETE
579,579,35.19340299,38:36.1,45:08.2,0 days 00:06:32.084391,0.331894241,0.286754662,0.031878209,1.401802442,0.264012615,0.141222436,11.60215871,0.359690148,2.85238055,0.377432447,0.145413925,1.097176744,0.505072335,COMPLETE
1909,1909,35.1944727,25:11.8,42:51.0,0 days 00:17:39.204135,0.196281274,0.121488589,0.073353624,8.448627528,0.93424324,0.240018421,5.590446134,0.387810395,2.60117497,0.458982269,0.377380161,3.764677361,0.42965543,COMPLETE
58,58,35.19578372,11:48.4,17:49.3,0 days 00:06:00.870070,0.021845223,0.1640728,0.077277697,10.1109529,0.656536429,0.373354548,9.822864548,0.642468346,1.078933545,0.428478746,0.189068391,5.868218558,0.673505786,COMPLETE
118,118,35.19783631,28:03.6,35:07.9,0 days 00:07:04.217537,0.276909105,0.109304866,0.205044499,3.669927598,0.999620233,0.168591681,8.016689258,0.523949617,3.625668355,0.910735805,0.02842795,2.850470452,0.789307896,COMPLETE
465,465,35.19893874,06:58.4,13:36.6,0 days 00:06:38.249520,0.333401896,0.489567046,0.04689786,2.498443546,0.917022253,0.165102229,10.8547408,0.663485568,2.18096759,0.486001922,0.098675458,4.858327829,0.724006668,COMPLETE
686,686,35.20160926,00:19.9,06:41.4,0 days 00:06:21.504970,0.322137939,0.005100255,0.19123959,5.348343014,0.450819783,0.266529224,7.381343405,0.520182056,3.482110663,0.941174061,0.121742281,2.664956801,0.534791933,COMPLETE
650,650,35.20318146,11:53.9,18:30.5,0 days 00:06:36.618437,0.325686734,0.093050321,0.098332915,1.006319026,0.113182313,0.203900229,7.009412418,0.786549856,3.611281554,0.800602479,0.102152674,11.96695842,0.655117873,COMPLETE
857,857,35.20340024,03:00.0,10:04.5,0 days 00:07:04.437174,0.285777522,0.050508885,0.04413155,3.407796946,0.118101329,0.277371963,5.741103855,0.319251517,3.644788242,0.969401001,0.232236447,1.417110754,0.726364309,COMPLETE
1585,1585,35.20386084,51:45.5,57:48.7,0 days 00:06:03.202921,0.424564564,0.289279288,0.139680702,1.001804941,0.95304821,0.252993508,4.762369473,0.621047339,5.916168482,0.536522869,0.163666339,3.931508282,0.689729303,COMPLETE
1640,1640,35.20717125,58:03.1,04:41.2,0 days 00:06:38.024856,0.268857213,0.111510205,0.017166012,7.452171176,0.869076607,0.222550727,6.577628391,0.471692717,3.987552918,0.478416251,0.024171375,4.142365043,0.30987867,COMPLETE
222,222,35.210936,46:00.9,52:47.3,0 days 00:06:46.413406,0.379883972,0.47193343,0.114390312,9.532796031,0.896558843,0.179652273,11.57111507,0.487707562,2.493166935,0.80194081,0.023812696,3.762591393,0.645841625,COMPLETE
1455,1455,35.21179522,17:45.4,23:37.5,0 days 00:05:52.094585,0.223578798,0.254918589,0.05042424,1.006138805,0.963131337,0.250417974,4.342849374,0.500888844,2.857304619,0.1536709,0.20250525,3.489629721,0.225415046,COMPLETE
1618,1618,35.21200562,31:35.1,37:34.5,0 days 00:05:59.423303,0.282869491,0.140522792,0.001019755,8.312275241,0.848352959,0.233495475,6.345986879,0.453087098,4.130294784,0.503665957,0.03369914,4.615371969,0.273491992,COMPLETE
796,796,35.21302721,43:45.7,50:45.5,0 days 00:06:59.796742,0.490426642,0.398713326,0.031691319,1.658077633,0.554788578,0.306841501,5.440484609,0.567839889,2.972206203,0.88955683,0.227269613,4.178494257,0.48027189,COMPLETE
661,661,35.21452246,27:56.4,34:34.8,0 days 00:06:38.442889,0.32201561,0.257927843,0.205202313,1.211404193,0.034025766,0.273094348,6.832704438,0.608804154,3.638641404,0.797708615,0.187131712,2.559229662,0.581126516,COMPLETE
196,196,35.21910148,11:05.8,17:38.8,0 days 00:06:33.016939,0.463489818,0.059272324,0.03875178,1.348364486,0.833911754,0.192924482,6.443125631,0.514003043,3.800832386,0.918667471,0.056706271,3.203470826,0.602866987,COMPLETE
537,537,35.22106324,42:38.6,49:13.8,0 days 00:06:35.222588,0.39728254,0.147843942,0.065151822,8.008517272,0.932972579,0.220313601,8.391917115,0.395963588,2.675387451,0.966250035,0.085849683,5.441198717,0.732705932,COMPLETE
1080,1080,35.22468427,54:42.2,00:06.9,0 days 00:05:24.735110,0.288249036,0.322588753,0.671586529,1.540574032,0.960201155,0.18595113,5.685795357,0.048606054,3.081808079,0.462056752,0.002255195,3.46573718,0.449767298,COMPLETE
1775,1775,35.22911267,39:45.0,46:29.7,0 days 00:06:44.630562,0.152639518,0.033164297,0.017609706,6.954066658,0.903343664,0.276193804,6.39708003,0.234904191,4.071283579,0.55779906,0.089269234,1.011519512,0.216301774,COMPLETE
160,160,35.23142242,23:59.8,30:37.1,0 days 00:06:37.275926,0.387490984,0.128389484,0.576105812,1.866688265,0.993432774,0.185444712,5.514235893,0.434111964,3.968858562,0.373548691,0.145718748,4.193347999,0.592882933,COMPLETE
1407,1407,35.23466183,22:14.2,28:08.3,0 days 00:05:54.161793,0.186021049,0.260644266,0.096412179,1.78801898,0.957608455,0.344213459,5.312260838,0.461379732,2.786477567,0.546203009,0.138673356,3.635885569,0.315987016,COMPLETE
938,938,35.23528068,22:04.9,27:46.7,0 days 00:05:41.776029,0.318005693,0.422922206,0.08421457,1.013541507,0.675545758,0.185254239,6.44164392,0.635608325,3.576101443,0.973826154,0.035991742,1.589107371,0.585719095,COMPLETE
1057,1057,35.23756072,28:43.6,34:43.3,0 days 00:05:59.656281,0.253642555,0.396194056,0.08640199,1.544593742,0.974940557,0.219027558,7.589626876,0.479223767,1.84967169,0.366390653,0.019712781,3.430298523,0.574648102,COMPLETE
131,131,35.23983409,45:34.3,52:21.4,0 days 00:06:47.074452,0.480695661,0.073636015,0.528784593,1.064975855,0.939742228,0.220869283,7.47392162,0.417530884,4.66882612,0.808151559,0.274154532,4.375669504,0.604256524,COMPLETE
733,733,35.24112256,14:20.4,21:58.9,0 days 00:07:38.512584,0.32665506,0.519557485,0.06740716,11.79717275,0.55144571,0.230610199,6.337806529,0.688207006,2.581006182,0.94200873,0.088221058,6.874181226,0.54724796,COMPLETE
1949,1949,35.24113634,42:44.4,50:59.4,0 days 00:08:15.022028,0.488354063,0.086170792,0.018723177,1.715127215,0.91455975,0.21402689,5.650727493,0.437389229,4.587667324,0.577852557,0.150525315,4.604789072,0.50298344,COMPLETE
199,199,35.24334447,14:00.1,20:38.9,0 days 00:06:38.743321,0.420058029,0.053223582,0.821656082,2.107959186,0.874203498,0.151624544,4.964937227,0.520402418,3.82051876,0.110999913,0.069673053,3.3535918,0.599571304,COMPLETE
375,375,35.24393057,08:16.0,14:52.5,0 days 00:06:36.553184,0.435710279,0.186195498,0.038208705,3.059030563,0.965679373,0.250211695,6.219534609,0.769309498,3.327706335,0.951498005,0.216789961,3.112358134,0.485210409,COMPLETE
877,877,35.24406353,29:53.8,36:44.3,0 days 00:06:50.514434,0.353009581,0.330831978,0.275201676,2.395433671,0.070727214,0.230915516,4.88044191,0.366936187,3.406969879,0.469301956,0.274794197,1.989160455,0.623531652,COMPLETE
78,78,35.24973232,36:39.6,43:23.9,0 days 00:06:44.300669,0.071458473,0.372101569,0.096364199,11.3364987,0.894878275,0.162939421,11.63542424,0.464818139,3.850715767,0.856732947,0.289020876,4.323338675,0.608570848,COMPLETE
1003,1003,35.25905086,36:58.3,42:45.3,0 days 00:05:47.033317,0.266328955,0.37774467,0.133278138,4.732768895,0.973085017,0.18162734,6.803115562,0.959362922,1.404164344,0.478636265,0.085750539,2.784296739,0.506630057,COMPLETE
1228,1228,35.26331366,50:08.5,56:03.6,0 days 00:05:55.152794,0.260444278,0.167535926,0.000280391,1.405204339,0.919884,0.318158532,5.41901962,0.411082479,3.024417047,0.479304805,0.11446052,3.781751923,0.367301006,COMPLETE
792,792,35.26355006,37:56.8,45:21.5,0 days 00:07:24.662551,0.217632154,0.397011415,0.099064447,2.003760225,0.948343875,0.153307917,7.280110047,0.527017071,2.081318153,0.954906418,0.21647173,5.943378485,0.60575457,COMPLETE
1356,1356,35.2712531,19:35.9,25:32.4,0 days 00:05:56.470585,0.199210471,0.249178591,0.001573585,1.856724204,0.950212075,0.350244053,5.119883314,0.349540667,6.917972505,0.138611859,0.208413377,3.70198075,0.271734861,COMPLETE
1692,1692,35.27239877,01:26.8,07:25.1,0 days 00:05:58.329819,0.297085732,0.083648878,0.000318803,8.941635736,0.898239618,0.263124349,8.562698928,0.375160124,3.896933434,0.567119527,0.074822849,4.582328405,0.303020797,COMPLETE
468,468,35.27262315,11:55.1,18:26.4,0 days 00:06:31.315193,0.346615437,0.491231245,0.058460948,2.947658372,0.930484526,0.176751759,7.398916645,0.450579589,2.737856967,0.932567922,0.082620728,5.083979902,0.676034088,COMPLETE
1994,1994,35.27585941,46:03.3,52:04.5,0 days 00:06:01.173466,0.204658608,0.149749257,0.017535422,7.856377702,0.956752747,0.278842307,6.07675239,0.464040925,2.905181952,0.416602353,0.106749436,4.714083209,0.309573504,COMPLETE
1753,1753,35.28054402,13:30.5,19:23.4,0 days 00:05:52.938066,0.473432527,0.107818652,0.058928397,8.157242489,0.891515695,0.299207867,6.514844585,0.329021484,4.296101219,0.466476492,0.052690792,1.228708603,0.267625064,COMPLETE
1804,1804,35.2851088,17:19.5,24:03.5,0 days 00:06:43.933138,0.275879153,0.122455723,0.065643549,3.996493372,0.91040411,0.290503941,6.044598467,0.194276371,3.363130224,0.55256021,0.028239032,1.003818365,0.447824256,COMPLETE
1394,1394,35.28542711,05:01.7,10:54.3,0 days 00:05:52.690996,0.208853298,0.533138139,0.06634479,1.237611261,0.244949883,0.301257755,5.363932941,0.374707097,5.798774126,0.491657799,0.144137479,4.105310438,0.838722236,COMPLETE
561,561,35.28765404,15:34.4,22:15.3,0 days 00:06:40.906996,0.362297012,0.517725547,0.08707775,10.48985258,0.952883229,0.000371195,5.181858306,0.520704167,1.197438597,0.983193795,0.004433869,4.100988807,0.556090813,COMPLETE
861,861,35.29172791,07:44.7,14:26.6,0 days 00:06:41.884735,0.30895485,0.034853694,0.045765642,2.534804692,0.025609217,0.228319458,6.170025853,0.334465865,3.512468909,0.00382409,0.207149476,2.179226804,0.691501864,COMPLETE
54,54,35.29412114,05:28.8,11:59.1,0 days 00:06:30.342807,0.028836409,0.057019492,0.073884791,10.23013501,0.274508853,0.307308415,10.020392,0.605465331,2.029572418,0.445791053,0.217676208,6.97401459,0.569947052,COMPLETE
306,306,35.29526871,37:25.3,43:57.5,0 days 00:06:32.254884,0.411349851,0.472700815,0.935363062,1.498403337,0.875341442,0.124509118,7.473845068,0.525285327,2.730910515,0.970703829,0.07464705,5.080109742,0.87329463,COMPLETE
1314,1314,35.2956163,30:13.1,36:07.8,0 days 00:05:54.705154,0.207254597,0.233688549,0.081920347,1.278717079,0.980617854,0.353600422,4.568707641,0.463899794,2.461733494,0.524664692,0.09090085,3.822906226,0.375704067,COMPLETE
1109,1109,35.29711684,34:39.3,34:49.8,0 days 03:00:10.510849,0.321586318,0.243236615,0.696718623,1.388872149,0.793117693,0.281251288,6.846289053,0.303457469,2.340888128,0.804016854,0.046053857,1.507495963,0.508204582,COMPLETE
1892,1892,35.2976434,03:40.8,10:12.2,0 days 00:06:31.320623,0.228757882,0.088237231,0.018818708,7.726185157,0.848004133,0.222660237,6.435977228,0.481674555,3.083591826,0.515189895,0.112387656,3.495973006,0.315767307,COMPLETE
1035,1035,35.30308805,59:53.1,06:13.3,0 days 00:06:20.206850,0.307922589,0.385459507,0.65110837,2.072171292,0.975630496,0.116726149,6.434171105,0.951846801,2.524874754,0.431008597,0.069062746,3.047812861,0.5255115,COMPLETE
386,386,35.30755884,22:55.6,29:34.6,0 days 00:06:39.035561,0.086909089,0.216632414,0.101057924,1.768057599,0.944176739,0.399264521,6.696975148,0.60880129,2.036841237,0.916640091,0.00013577,5.654932267,0.610928179,COMPLETE
1542,1542,35.30947802,02:00.2,07:51.9,0 days 00:05:51.682815,0.207172401,0.095438108,0.076946232,1.779976561,0.327087229,0.331868434,4.361653532,0.130818196,2.817577397,0.573237749,0.038453029,4.144010157,0.374406173,COMPLETE
338,338,35.30953429,20:08.2,26:41.3,0 days 00:06:33.130573,0.258493126,0.727224832,0.022305311,1.231948623,0.902772757,0.221186451,6.041661972,0.587918582,3.718127034,0.436976012,0.127059712,3.017996924,0.587796161,COMPLETE
1506,1506,35.31089008,18:25.5,24:22.9,0 days 00:05:57.414453,0.257938078,0.280243631,0.053002442,1.868045008,0.719053242,0.335184292,6.054721254,0.424064711,2.893828181,0.630943117,0.127197365,4.196433344,0.305708058,COMPLETE
1389,1389,35.31363249,59:02.8,05:01.6,0 days 00:05:58.755785,0.217978046,0.143375248,0.022864119,1.882657763,0.999774735,0.263545406,4.346288725,0.478080882,6.717300379,0.028438587,0.20408819,3.915350072,0.405423737,COMPLETE
926,926,35.3157306,58:44.7,05:34.4,0 days 00:06:49.660287,0.299955939,0.699292348,0.026288278,1.782479071,0.787445726,0.197211796,6.882496436,0.856879007,2.791338514,0.344407942,0.032846848,2.337031446,0.72701939,COMPLETE
1583,1583,35.31634921,49:29.8,55:31.0,0 days 00:06:01.202620,0.245843038,0.477181978,0.030425193,1.37241647,0.957298109,0.338522015,4.615310919,0.563709043,1.825548215,0.562979152,0.159927609,3.625547042,0.70363161,COMPLETE
902,902,35.31660088,27:07.2,33:54.1,0 days 00:06:46.874329,0.295873784,0.73636168,0.452574771,1.04198489,0.763182383,0.265790824,4.199405719,0.945061343,2.818651669,0.972424236,0.210079892,3.283015031,0.77032662,COMPLETE
1717,1717,35.32007785,31:09.6,37:03.3,0 days 00:05:53.785943,0.490865306,0.095339988,0.024851836,7.972334272,0.884389714,0.197640722,6.009314059,0.454222449,4.728385651,0.511007492,0.078418281,1.006140673,0.317076924,COMPLETE
1146,1146,35.3209862,10:35.6,16:31.2,0 days 00:05:55.631744,0.2252075,0.085495984,0.029932098,2.034248754,0.813371295,0.223999735,6.455312489,0.46512291,2.077989599,0.813524186,0.053502857,3.091106718,0.736603374,COMPLETE
891,891,35.32419638,10:54.1,17:40.1,0 days 00:06:46.042219,0.319756242,0.576618009,0.321336022,2.445366006,0.035670952,0.320979451,4.511277238,0.864811889,3.573183785,0.3290657,0.187693169,1.743605301,0.723416242,COMPLETE
930,930,35.32738133,04:47.6,12:03.7,0 days 00:07:16.147226,0.2939051,0.074987821,0.034652152,1.020886374,0.593775521,0.25697059,7.082599674,0.841550126,3.42608649,0.367062441,0.036002444,2.523361959,0.723748925,COMPLETE
100,100,35.33039863,13:14.2,21:56.3,0 days 00:08:42.111871,0.354956082,0.453445286,0.057637895,6.159014918,0.952883565,0.202789435,8.64944224,0.301325127,1.742810385,0.951516352,0.121128551,6.244081401,0.623703057,COMPLETE
456,456,35.33188242,56:32.5,03:08.0,0 days 00:06:35.489856,0.25633617,0.467203938,0.091887806,2.384972394,0.973264248,0.314954511,5.787854778,0.569025444,1.896725206,0.462133543,0.092514093,10.22169683,0.743132593,COMPLETE
1192,1192,35.33398139,07:41.3,13:36.5,0 days 00:05:55.182358,0.258765905,0.268895042,0.059769713,1.426609564,0.954710967,0.294129665,5.540114783,0.385489613,3.331847966,0.536975999,0.172832385,3.796602271,0.419681414,COMPLETE
777,777,35.33549347,17:49.1,24:45.9,0 days 00:06:56.790072,0.351513328,0.341042177,0.194108406,5.135336517,0.955987731,0.197402896,8.074348845,0.584218316,3.921350358,0.488585085,0.12529428,1.138519322,0.724997666,COMPLETE
441,441,35.3389698,36:19.0,42:58.4,0 days 00:06:39.354800,0.244901839,0.025092945,0.107378235,7.788511055,0.963032592,0.247618377,7.180203221,0.608596186,2.897307302,0.938471082,0.023782686,2.283670514,0.709156538,COMPLETE
1019,1019,35.34089357,54:39.3,46:17.4,0 days 00:51:38.087678,0.297869893,0.954380845,0.085311697,1.719530311,0.969558376,0.234768534,6.952865811,0.948438364,2.856583509,0.388291782,0.048665857,3.687991908,0.526011835,COMPLETE
840,840,35.34514428,40:44.1,46:56.6,0 days 00:06:12.433714,0.334433946,0.275024085,0.478003522,3.657458159,0.101336326,0.29402973,5.581565292,0.357446261,3.508982397,0.3919574,0.173482605,3.228001981,0.665182805,COMPLETE
1317,1317,35.34987521,35:22.3,41:16.2,0 days 00:05:53.908240,0.193462941,0.218800961,0.036834268,1.730752401,0.979606424,0.280773808,4.511477682,0.465828052,2.370850754,0.531534473,0.136686995,4.55264155,0.384567723,COMPLETE
1134,1134,35.35032244,57:38.5,03:37.3,0 days 00:05:58.719006,0.312414988,0.324633812,0.088882941,1.209363748,0.357882445,0.229129684,6.198430273,0.422258894,3.380652953,0.45200329,0.033637533,1.841247443,0.402976199,COMPLETE
291,291,35.35095729,17:41.7,24:15.2,0 days 00:06:33.479054,0.450787322,0.066538544,0.141200756,1.227716479,0.980668306,0.219105257,8.423806584,0.48684724,3.957653122,0.767841215,0.091714941,3.654100516,0.684353389,COMPLETE
515,515,35.35211135,13:07.1,19:44.5,0 days 00:06:37.368469,0.358055443,0.196048461,0.035149519,2.695254534,0.811592669,0.2337596,7.835503037,0.556787593,5.207911546,0.944692129,0.077607167,5.056293929,0.462871532,COMPLETE
1154,1154,35.35354923,21:26.7,27:26.8,0 days 00:06:00.099709,0.308541224,0.042681969,0.076197112,2.802187221,0.916314512,0.296255775,7.764949037,0.20055086,4.061502186,0.775131646,0.118588462,3.343649899,0.590532647,COMPLETE
1216,1216,35.35498366,34:03.8,39:59.6,0 days 00:05:55.860991,0.245756934,0.206572559,0.021519955,1.900809504,0.957771562,0.386995378,4.822794021,0.35509395,2.537253743,0.562053839,0.143265984,4.213985653,0.368635948,COMPLETE
113,113,35.35539039,21:12.2,28:02.2,0 days 00:06:50.005550,0.320911927,0.236055429,0.024551219,4.563075032,0.858138024,0.215978901,7.574121006,0.484295726,3.18723543,0.788054705,0.263070546,6.084396174,0.716269865,COMPLETE
1175,1175,35.35748956,45:58.4,51:52.9,0 days 00:05:54.422384,0.249365221,0.340110385,0.041939759,2.080475278,0.980344145,0.244241577,5.526503582,0.455245279,2.932547924,0.518075653,0.163986803,3.776743074,0.525371347,COMPLETE
1627,1627,35.35965456,43:13.1,49:13.2,0 days 00:06:00.087123,0.288343321,0.106784392,0.000500865,8.458821216,0.877991815,0.251778608,6.285405051,0.456482227,4.165587303,0.521374312,0.051534681,4.329244918,0.287638802,COMPLETE
1826,1826,35.36098703,45:46.6,51:43.1,0 days 00:05:56.518892,0.211399023,0.101500229,0.019612996,1.769342659,0.851943933,0.210755778,6.432865366,0.461736748,3.3868937,0.609676242,0.078344741,4.378580615,0.472205632,COMPLETE
528,528,35.36216618,31:20.9,38:00.6,0 days 00:06:39.690995,0.470968508,0.4715128,0.07245538,1.166356446,0.961248591,0.333549292,6.879926037,0.705759147,2.028940155,0.931801824,0.020490783,3.673460222,0.761455188,COMPLETE
459,459,35.36305283,00:05.7,06:44.2,0 days 00:06:38.538472,0.259482389,0.468368235,0.089672391,8.14590187,0.980673628,0.172680623,6.84431612,0.567225385,2.417633464,0.455635977,0.277391865,5.123659987,0.741618359,COMPLETE
1529,1529,35.3669204,44:51.8,50:47.7,0 days 00:05:55.897505,0.192804872,0.241671122,0.120369112,1.486479012,0.940639153,0.352996734,5.812498064,0.538301001,3.397052147,0.555338516,0.089641831,4.588228708,0.346687477,COMPLETE
1108,1108,35.37126049,33:43.2,18:42.2,0 days 02:44:58.946699,0.31913481,0.152127968,0.106767353,1.664966952,0.936820815,0.287242924,6.005891422,0.094473563,2.448463292,0.657188595,0.056380729,3.398617439,0.470138096,COMPLETE
1470,1470,35.37254245,35:22.6,41:16.4,0 days 00:05:53.748232,0.243742798,0.19639115,0.270245453,1.197432599,0.87483725,0.36528527,5.168817255,0.570557453,2.483903397,0.505811077,0.1454935,4.071764092,0.345659132,COMPLETE
628,628,35.3727195,44:12.3,50:43.7,0 days 00:06:31.394260,0.479750771,0.034018564,0.035152119,1.732149155,0.965976506,0.127405049,11.2157414,0.698192743,2.235905616,0.865453092,0.10388061,3.199741529,0.166041963,COMPLETE
476,476,35.37577516,22:50.9,29:30.0,0 days 00:06:39.037006,0.379531569,0.553530166,0.120874682,3.239271977,0.997873235,0.19087558,7.568766809,0.694589689,1.778026392,0.981861195,0.132205527,5.201009837,0.65670265,COMPLETE
204,204,35.37762654,20:38.9,27:10.0,0 days 00:06:31.070061,0.498571263,0.075223909,0.650408373,1.965663393,0.297763913,0.136919887,7.700715287,0.549114266,3.367580939,0.820976974,0.014103391,3.903874467,0.562875716,COMPLETE
793,793,35.3801187,39:12.8,46:43.5,0 days 00:07:30.666120,0.328093173,0.397404014,0.102519218,11.9779018,0.951515392,0.163873586,7.104057353,0.647794854,2.108564837,0.37975764,0.060252696,4.182918044,0.606562773,COMPLETE
1889,1889,35.38596525,59:06.8,04:54.4,0 days 00:05:47.533401,0.271862025,0.142260427,0.018218185,1.207764913,0.980038189,0.21974093,5.408284095,0.506340014,3.018441577,0.547687452,0.077065259,3.936871182,0.455750919,COMPLETE
1113,1113,35.38649781,18:42.2,39:28.9,0 days 00:20:46.640754,0.312806254,0.217904006,0.484132097,2.072338572,0.973698301,0.221536405,6.943913611,0.062179966,3.633043981,0.455589249,0.001862001,1.485815171,0.519736864,COMPLETE
1055,1055,35.38654249,25:50.6,31:12.3,0 days 00:05:21.638527,0.055270213,0.395230682,0.071399296,4.413740084,0.960774715,0.269038639,7.601578116,0.472625537,2.98805148,0.369388367,0.074741475,2.479416619,0.526820172,COMPLETE
506,506,35.38679656,02:32.2,08:57.4,0 days 00:06:25.212375,0.048384632,0.21345399,0.021053165,9.450629113,0.943683214,0.105255667,7.090366553,0.598685057,10.04611802,0.96590734,0.100917389,6.16809574,0.429115272,COMPLETE
1861,1861,35.38707264,27:29.9,33:24.7,0 days 00:05:54.790533,0.218236698,0.029509964,0.333763057,1.827262916,0.908779283,0.268222574,5.546744266,0.484948407,4.452766974,0.477268022,0.091829435,5.211431608,0.3075447,COMPLETE
950,950,35.38764189,34:54.4,41:00.4,0 days 00:06:06.028262,0.364356132,0.13389092,0.037722549,1.206290697,0.85344181,0.152220635,6.702051948,0.990808315,2.621565505,0.999805929,0.461828798,2.574492763,0.616520232,COMPLETE
704,704,35.39109292,22:57.5,29:33.4,0 days 00:06:35.922543,0.312359704,0.347356944,0.13988689,4.956049182,0.556429153,0.188126582,6.560275099,0.512696261,3.661161052,0.945827152,0.185670965,2.839315389,0.498173635,COMPLETE
1835,1835,35.39959284,55:20.9,01:16.4,0 days 00:05:55.487067,0.179091111,0.16878324,0.412595503,1.980818837,0.942445807,0.285233085,5.934676564,0.367606238,3.300112216,0.561318707,0.00101545,3.453971211,0.467100388,COMPLETE
1741,1741,35.40038402,59:50.4,05:49.3,0 days 00:05:58.866391,0.460921664,0.072038479,0.03334456,8.090236757,0.838709072,0.226045302,9.476414808,0.298902816,4.655763799,0.446190348,0.08576053,1.232507891,0.309647568,COMPLETE
1213,1213,35.40071307,32:26.3,38:19.2,0 days 00:05:52.970558,0.225693762,0.186941154,0.011793687,1.821648334,0.999726674,0.345313359,5.318405408,0.385177418,2.573733701,0.525142222,0.136370997,4.560149899,0.364095919,COMPLETE
145,145,35.40539997,05:18.4,11:05.9,0 days 00:05:47.539375,0.395382875,0.015537583,0.613259651,1.709260092,0.963804162,0.224745888,5.894804817,0.517240368,2.963914557,0.903303697,0.101366552,3.2353028,0.465381061,COMPLETE
614,614,35.41219395,24:51.6,31:24.6,0 days 00:06:33.063486,0.342541554,0.293196729,0.009897722,2.236279925,0.318161001,0.13669007,10.9514396,0.464292668,3.310176734,0.043478117,0.029432018,7.320441193,0.473739441,COMPLETE
1714,1714,35.41309951,26:12.8,32:06.1,0 days 00:05:53.360425,0.497545284,0.040033577,0.030347553,7.403624301,0.888342085,0.262879566,6.179986926,0.470277523,4.644520662,0.472022055,0.034172402,1.009987471,0.230367075,COMPLETE
192,192,35.41735305,06:00.3,12:36.7,0 days 00:06:36.405316,0.464685942,0.11318985,0.944666992,1.548084857,0.912845731,0.281345168,5.220005705,0.47238575,3.021375037,0.964553558,0.125196097,3.622814753,0.703307964,COMPLETE
949,949,35.41753587,33:46.7,39:49.3,0 days 00:06:02.602146,0.339165634,0.710995311,0.04515639,1.220680315,0.436000808,0.278089374,6.698227923,0.812096775,3.320973439,0.958986702,0.221806853,2.57388766,0.674801631,COMPLETE
921,921,35.42387456,51:50.7,58:44.7,0 days 00:06:53.991748,0.276269941,0.622287077,0.005555197,1.552157329,0.861631446,0.21936646,9.414783366,0.97264608,2.929389884,0.427636767,0.130857341,1.943307289,0.747914904,COMPLETE
