,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,ohr_cin_fn_k,ohr_dur_cin_par1,ohr_rel_beta,beta,f_cross_layer,m_cross_layer
2814,2814,45.02931981471656,0.552477787518767,7.254609498542388,0.5307486058252714,11.019784669500602,0.6861947245705308,2.7372623814577355,0.6496514806639971,0.35126825351284524,8.673823033164323,0.9143876653606106,0.35601697453753184,0.1889745164768336,0.7701072020416283
2822,2822,45.02931981471656,0.4580958916423794,10.944212742271198,0.5829751653441857,4.904076554740975,0.8654226330247083,3.504590384882772,0.7044526154412247,0.07843006480715745,9.214125304442637,0.4868636370223437,0.06643209820352805,0.9350785831533548,0.8861569140723923
2824,2824,45.02931981471656,0.4683774224562204,9.38776713413423,0.5558651666929232,6.374183412746968,0.8739872518367655,3.10737254457937,0.8020572581595877,0.07555604741023166,5.74827123048247,0.08668502247376977,0.085810398327751,0.43010333668273676,0.9988575299757345
4407,4407,45.02931981471656,0.2840991801682715,7.719025340479826,0.5616112095518454,4.128217169449133,0.1099520192667756,8.476240436742176,0.40309201511089476,0.5884774906430833,4.535772411406853,0.24779422338190232,0.116338235958359,0.4274910399997703,0.2094457346548846
8,8,45.02931981471656,0.411826615211927,6.768137144084873,0.3372318080987503,9.78711495139709,0.1237545527751166,2.359177585342586,0.5963085747630915,0.47625720319296194,1.533494782962523,0.5447763081263399,0.45207201378195516,0.5058312789047167,0.9429827586744741
2847,2847,45.02931981471656,0.4194015693522178,8.821866164551782,0.25164625665188567,6.847125910579417,0.4901066409509633,2.4484167807237855,0.06860793898943154,0.16404615449115784,11.950517417518073,0.34063393568874617,0.489072787990333,0.05585999214644052,0.6983453510267298
2862,2862,45.02931981471656,0.38821045823191,8.846939631239009,0.2711242419073449,6.801033420327592,0.4813616176102609,2.673939152157264,0.09980422877669429,0.13324912689842305,11.699735857461263,0.3205298695089189,0.49698970402608644,0.027600462715635918,0.6781571115551053
2867,2867,45.02931981471656,0.4541384265003812,9.57492812276047,0.9518932266953966,7.458897061433003,0.47364903837249855,1.947918689701789,0.05015917278793785,0.15194028586003655,11.540966072946524,0.3221342853673074,0.4894285531675578,0.03148929981146727,0.6829422060340641
2757,2757,45.02931981471656,0.43633977846519195,8.490616847868928,0.5325802200967257,6.623660288921793,0.13042026523017217,6.579531362122622,0.06100051147371798,0.0447859817089008,7.848397564240181,0.26000978317399315,0.4493333768155253,0.08218680658682044,0.9286792450021993
2758,2758,45.02931981471656,0.4929856844448689,7.966504410028673,0.5744112773673443,6.477300047536919,0.36192076883742286,4.297493053709379,0.5399824654301921,0.04499386249668626,6.956975369283478,0.3513706288023097,0.2765765351614217,0.08751797943714992,0.6102061155993825
4995,4995,45.02931981471656,0.29486021007983665,7.309636807213463,0.18477949609405475,7.753609718220177,0.5536856273754085,1.5043332304799768,0.1269333151996892,0.0461683934101184,5.123884272125359,0.28173039203975586,0.465066353159104,0.3853830874147435,0.1512922258361826
3084,3084,45.02931981471656,0.4593141738842078,8.829587824507998,0.12835990856904733,6.37232566399912,0.048149254413226567,2.7694308196499735,0.38378942982283804,0.14081716839999217,5.920207750845442,0.39410953470952614,0.12156637791313425,0.05254341211824163,0.9547974546026934
3104,3104,45.02931981471656,0.4032940556486577,8.281276884260947,0.1407160933494869,8.093700094199274,0.09233784966895327,10.533555072905735,0.48666154203129447,0.1241189714567138,5.297227085168936,0.18632499099369307,0.13324819889915124,0.06018080209351902,0.6277200276104377
3109,3109,45.02931981471656,0.41014948317111716,8.064577537086695,0.1503075794541632,7.4599119262734295,0.09149883644474266,10.872003959739043,0.4559339580656243,0.6661589807554411,5.464516689687621,0.18913455542829682,0.12711635742370384,0.053919015313831704,0.9745058055461532
2393,2393,45.02931981471656,0.3900831806504244,8.32656794207811,0.704474116599532,7.612809329232882,0.49406219458727085,4.284345269159765,0.45797292455262256,0.6105984657813359,9.766767146034683,0.24503514013229474,0.45059515032894226,0.5852428333266382,0.960607543217045
